epoch,time_sec,train_loss,train_acc,val_loss,val_acc,lr
1,12.025289058685303,4.556910888406425,0.03269346130773845,4.35426754326281,0.0849084908490849,0.0001
2,11.820300817489624,4.140341795341798,0.13257348530293941,3.8552460174034064,0.1782178217821782,9.938441702975689e-05
3,11.675365924835205,3.6183499240131525,0.2411517696460708,3.3250047855108233,0.23912391239123912,9.755282581475769e-05
4,11.669396877288818,3.147346754165631,0.3344331133773245,2.931272758509066,0.31503150315031503,9.45503262094184e-05
5,11.686033487319946,2.747573432195809,0.41391721655668867,2.616167784380977,0.36753675367536753,9.045084971874738e-05
6,11.704922676086426,2.4272717805987143,0.48110377924415115,2.3708274521843435,0.40444044404440443,8.535533905932738e-05
7,11.824483633041382,2.174737076596293,0.5422915416916617,2.1641188224371297,0.4584458445844585,7.938926261462366e-05
8,11.651420831680298,1.9831528187370187,0.5749850029994001,1.9951086296106721,0.47824782478247824,7.269952498697734e-05
9,11.831473112106323,1.7933807560406407,0.6307738452309538,1.8883599642694373,0.5061506150615062,6.545084971874738e-05
10,11.775840759277344,1.6618407957555295,0.6565686862627474,1.797004452811824,0.5223522352235224,5.782172325201156e-05
11,11.652931690216064,1.5400659450886847,0.6862627474505099,1.7115512025130966,0.5484548454845485,5.000000000000001e-05
12,11.662770748138428,1.4587765341400027,0.7054589082183563,1.6671424461062019,0.5511551155115512,4.217827674798848e-05
13,11.700501918792725,1.3811856082047826,0.7210557888422315,1.6186913144577741,0.5625562556255626,3.454915028125264e-05
14,11.800162553787231,1.3102545197595004,0.7396520695860828,1.5714858046101623,0.5712571257125713,2.730047501302267e-05
15,11.622341632843018,1.2625218511128324,0.7600479904019196,1.560487385809046,0.5739573957395739,2.0610737385376356e-05
16,11.80213212966919,1.2384209284613643,0.767246550689862,1.5372326516761745,0.5784578457845785,1.464466094067263e-05
17,11.597613096237183,1.209565785307332,0.7729454109178164,1.5362467224305363,0.5751575157515751,9.549150281252635e-06
18,11.753872632980347,1.2053637272166005,0.770245950809838,1.5302892429421622,0.5766576657665766,5.4496737905816115e-06
19,11.670649290084839,1.1995122531394296,0.7678464307138573,1.5190953647915106,0.5814581458145814,2.4471741852423237e-06
20,11.734033823013306,1.1980763177494125,0.7699460107978404,1.5295942454162104,0.5766576657665766,6.155829702431171e-07
