epoch,time_sec,train_loss,train_acc,val_loss,val_acc,lr
1,12.020307302474976,4.0122712854146245,0.11697660467906419,3.031253187069119,0.27542754275427545,0.0001
2,11.598093748092651,2.5721690629010583,0.3677264547090582,2.1003638342483386,0.40114011401140115,9.938441702975689e-05
3,11.601634740829468,1.7759294456969354,0.5452909418116376,1.657346269496382,0.5115511551155115,9.755282581475769e-05
4,11.666284322738647,1.2916182267429877,0.6598680263947211,1.4913035042689007,0.555055505550555,9.45503262094184e-05
5,11.589253425598145,0.9784677597170615,0.7384523095380924,1.2787907835450432,0.6063606360636064,9.045084971874738e-05
6,11.63814377784729,0.7566050554222881,0.7960407918416317,1.2252515766008494,0.6096609660966097,8.535533905932738e-05
7,11.634148120880127,0.5841023650581277,0.8515296940611877,1.155023593389609,0.6471647164716472,7.938926261462366e-05
8,11.751665115356445,0.46746105695814877,0.8743251349730053,1.133545607469245,0.6582658265826583,7.269952498697734e-05
9,11.752884864807129,0.3547443636677976,0.9154169166166767,1.1142731892761484,0.6675667566756676,6.545084971874738e-05
10,11.72648286819458,0.2810749574092311,0.9352129574085183,1.0694719435143607,0.6843684368436843,5.782172325201156e-05
11,11.672242164611816,0.2063540601415697,0.9559088182363528,1.122642758384262,0.6843684368436843,5.000000000000001e-05
12,11.647375583648682,0.17287569018846224,0.9655068986202759,1.1104130130132648,0.6933693369336934,4.217827674798848e-05
13,11.612577199935913,0.1262443662583649,0.9763047390521895,1.0503886037637773,0.7083708370837084,3.454915028125264e-05
14,11.732961177825928,0.09554664637774998,0.9835032993401319,1.027926898092823,0.708970897089709,2.730047501302267e-05
15,11.653799295425415,0.071205543109451,0.9919016196760648,0.978147911889763,0.7350735073507351,2.0610737385376356e-05
16,11.744913816452026,0.053944379949398075,0.9937012597480503,0.9882739606659056,0.7323732373237324,1.464466094067263e-05
17,11.725836992263794,0.049160186480674904,0.995500899820036,0.9778145029380841,0.7341734173417341,9.549150281252635e-06
18,11.712478399276733,0.04332068549099266,0.9961007798440312,0.9753298702351626,0.7368736873687368,5.4496737905816115e-06
19,11.768408060073853,0.03888915919871407,0.995500899820036,0.9672327554778288,0.7377737773777377,2.4471741852423237e-06
20,11.768210649490356,0.03684483279921584,0.9973005398920216,0.9674335629750516,0.7392739273927392,6.155829702431171e-07
