epoch,time_sec,train_loss,train_acc,val_loss,val_acc,lr
1,11.027124881744385,4.6126414603935295,0.05338932213557288,3.98338610854837,0.11701170117011701,0.001
2,10.818787336349487,3.617185009119392,0.18266346730653868,3.532552117525977,0.19801980198019803,0.0009938441702975688
3,10.674991607666016,3.1462299310310056,0.2621475704859028,3.365967150532802,0.2154215421542154,0.0009755282581475768
4,10.813170671463013,2.8162270437548385,0.3281343731253749,3.254499875279543,0.2451245124512451,0.0009455032620941839
5,10.827021837234497,2.5791944700869243,0.3767246550689862,3.023629319442488,0.28562856285628563,0.0009045084971874737
6,10.813875913619995,2.3526369020762954,0.42501499700059986,2.9902465826321247,0.2784278427842784,0.0008535533905932737
7,10.69412112236023,2.219777525579708,0.4526094781043791,2.9931320014602245,0.28112811281128114,0.0007938926261462366
8,10.697061538696289,2.142798563929182,0.47060587882423516,2.9042232621728283,0.29102910291029105,0.0007269952498697733
9,10.77555537223816,1.980006956811,0.5206958608278345,2.945996415890483,0.2976297629762976,0.0006545084971874737
10,10.797652006149292,1.8903490702549568,0.5374925014997001,2.8336164497091647,0.3102310231023102,0.0005782172325201155
11,10.812453746795654,1.8238651226864078,0.5518896220755849,2.7831845385084772,0.31623162316231623,0.0005
12,10.744258880615234,1.7573852005588415,0.5839832033593282,2.7845596455254427,0.31503150315031503,0.0004217827674798847
13,10.732772827148438,1.7115693767412594,0.5932813437312537,2.7326431703610425,0.32673267326732675,0.00034549150281252633
14,10.708654880523682,1.6305505697356775,0.608878224355129,2.6970075255501853,0.34503450345034503,0.00027300475013022663
15,10.738215684890747,1.5811579027931062,0.6328734253149371,2.690023910022876,0.32853285328532855,0.00020610737385376348
16,10.701172113418579,1.5564728142189708,0.6313737252549491,2.6818668722140693,0.33933393339333934,0.00014644660940672625
17,10.766145944595337,1.5543671033306614,0.6391721655668866,2.653781253798674,0.3408340834083408,9.549150281252631e-05
18,10.727953672409058,1.5442511769347944,0.6469706058788243,2.639048119761584,0.34623462346234624,5.4496737905816096e-05
19,10.800681114196777,1.5139989006211818,0.6517696460707858,2.6427940338036335,0.3459345934593459,2.447174185242323e-05
20,10.752839803695679,1.5002934680273952,0.6679664067186563,2.6348581549429584,0.34473447344734476,6.15582970243117e-06
