,precision,recall,f1-score,support
1552,0.3333333333333333,0.09090909090909091,0.14285714285714285,11.0
1553,0.0,0.0,0.0,3.0
1554,0.0,0.0,0.0,0.0
1555,0.0,0.0,0.0,2.0
1557,0.0,0.0,0.0,6.0
1558,0.0,0.0,0.0,0.0
1559,0.0,0.0,0.0,0.0
156,0.0,0.0,0.0,0.0
1560,0.0,0.0,0.0,1.0
1561,0.0,0.0,0.0,10.0
1562,0.0,0.0,0.0,10.0
1563,0.0,0.0,0.0,0.0
1564,0.0,0.0,0.0,2.0
1565,0.44696969696969696,0.6276595744680851,0.5221238938053098,94.0
1566,0.016666666666666666,1.0,0.03278688524590164,2.0
1567,0.0,0.0,0.0,13.0
1568,0.0,0.0,0.0,0.0
1569,0.25,0.14285714285714285,0.18181818181818182,7.0
157,0.0,0.0,0.0,1.0
1570,0.2222222222222222,0.11764705882352941,0.15384615384615385,17.0
1571,0.04065040650406504,0.3333333333333333,0.07246376811594203,15.0
1572,0.06666666666666667,1.0,0.125,1.0
1575,0.0625,1.0,0.11764705882352941,1.0
1576,0.0,0.0,0.0,1.0
1577,0.0,0.0,0.0,3.0
1579,0.0,0.0,0.0,1.0
158,0.0,0.0,0.0,0.0
1583,0.14285714285714285,1.0,0.25,1.0
1584,0.0,0.0,0.0,2.0
1585,0.0,0.0,0.0,5.0
1586,0.0,0.0,0.0,3.0
1587,0.0,0.0,0.0,0.0
1588,0.0,0.0,0.0,2.0
1589,0.0,0.0,0.0,1.0
1590,0.04,0.043478260869565216,0.041666666666666664,46.0
1591,0.3,0.09375,0.14285714285714285,32.0
1594,0.0,0.0,0.0,4.0
1595,0.0,0.0,0.0,36.0
1596,0.0,0.0,0.0,54.0
1598,0.0,0.0,0.0,61.0
1602,0.0,0.0,0.0,58.0
1603,0.0,0.0,0.0,25.0
1604,0.0,0.0,0.0,15.0
1605,0.30434782608695654,0.018421052631578946,0.034739454094292806,380.0
1606,0.0,0.0,0.0,0.0
1607,0.0,0.0,0.0,4.0
1608,0.0,0.0,0.0,20.0
1609,0.07894736842105263,0.23076923076923078,0.11764705882352941,13.0
161,0.0,0.0,0.0,295.0
1611,0.0,0.0,0.0,0.0
1612,1.0,0.4,0.5714285714285714,5.0
1613,0.0,0.0,0.0,6.0
1615,0.0,0.0,0.0,0.0
1616,0.0,0.0,0.0,7.0
1617,0.0,0.0,0.0,6.0
1618,0.0,0.0,0.0,0.0
1619,0.0,0.0,0.0,0.0
162,0.0,0.0,0.0,0.0
1622,0.0,0.0,0.0,0.0
1623,0.0,0.0,0.0,0.0
1624,0.0,0.0,0.0,2.0
1630,0.0,0.0,0.0,0.0
1631,0.0,0.0,0.0,5.0
1632,0.0,0.0,0.0,1.0
1633,0.0,0.0,0.0,0.0
1634,0.0,0.0,0.0,5.0
1635,0.0,0.0,0.0,0.0
1637,0.0,0.0,0.0,17.0
